exit_page_path,exits,visits
/blog/our-guide-to-funding-our-full-time-courses/,6,5
/courses/python-for-developers/?mc_cid=acc2976657&mc_eid=da3f9bfc26,1,1
/for-employers/employer-case-studies/castlight-2/,1,4
/courses/,37,9
/blog/tag/job-readiness/,1,1
/data-analysis-announcement/?fbclid=IwAR2Hd-2mPx3ps1h0nF7K8KT4Btj_tpS4hP0C8A45VACCvtcjizN7GeHLE7Q,1,1
/blog/digital-development-loan/,1,9
/events/info-taster-session-events/,7,22
/courses/understanding-software-development/?mc_cid=915f07a8f4&mc_eid=2de39e4f17,1,1
/blog/tag/tuminds/,1,1
/blog/meet-codeclans-first-highlands-partners/?fbclid=IwAR1jIqvbZvXDN2y0jjrANoEAC6xatMlSTnd7TRDKzaElrs1E-M7qF13JxXw,1,1
/blog/ask-for-help-coding/,8,1
/events/other-events/?fbclid=IwAR3c26UhjWRspTYmp_UwwzbsDqBJD3jvJritpw0fO9JTjRwZ1r7pAHEmLFY,1,1
/blog/tag/jobs/,1,2
/blog/shaping-the-digital-landscape/,1,6
/blog/day-life-software-developer/,1,2
/events/info-taster-session-events/?fbclid=IwAR3SqzikGw8J2xSgpu77awkQzsuDhfA3_jxJpp3X9kSRSMWkNGR70qWC_0I,1,1
/about-us/become-an-instructor/,3,11
/blog/scottish-government-hiring/,1,4
/blog/page/14/,2,1
/about-us/join-us/partner-account-manager-smes/?fbclid=IwAR03D65_wpbrbRpb7DgHy0Z_9hcVUSfQSrYKVd6EIx8oV5LX631pkjq7bcw,1,1
/about-us/,2,13
/data-analysis-announcement/?fbclid=IwAR2ZmDvWVPaNxE3HN3W9UoMjl7o0QX68wYPsmXQyTNoSReqTKEac7xakoiU,1,1
/blog/meet-the-team-niall-morris/?fbclid=IwAR32rvcH4VReOqEyhtdzM5JyZgFJ1ODJlnLRmuGiBagsqzb4FzLlt3gJsyE,1,1
/pre-course-work-sw/,1,2
/events/other-events/,2,14
/data-analysis-announcement/?fbclid=IwAR0ijHboa6UBET0UjuJ5n2L2tzXoVUtijfeZhiyay0RKFfUfKTjpfbRhD4Q,1,1
/inverness/,1,27
/for-employers/,24,7
/courses/full-stack-web-development/?fbclid=IwAR3msvamS8n_-8q3oPIyHYXq2XuWo1kCtmko51cVGzUVBTng6cat4SD49zs,1,1
/data-analysis-announcement/data-course-application-process/,1,13
/?fbclid=IwAR3ZT-mqKSn2TsC6teFwAxLQ6ItDd1_0rx9qxm36FbTux_GTA7XaBpFpnX0,1,1
/blog/tag/ux/,1,4
/blog/tag/jordan-davidson/,1,1
/blog/page/8/,2,2
/courses/professional-software-development/application-and-dates/,2,17
/data-analysis-announcement/?fbclid=IwAR2sRKI3Nmc3a8Ib8PRIq_9MQEIv7TNUppkhNjJaX54CBNjEz-piqn3ql54,1,1
/courses/professional-software-development/apply/course_application_1,1,1
/courses/professional-software-development/cost-and-funding/,1,45
/for-employers/upskill-your-staff/,2,15
/blog/graduates-hayley-microbiologist-software-developer/,1,5
/data-analysis-announcement/?fbclid=IwAR06_z8Wl6p9HBaDmyiZLv9PiKHTjy3q_NsYAkYqIKx4bNpEMJCWBxpl83g,1,1
/data-analysis-announcement/?li_fat_id=ff7abef6-76e1-4272-8e65-8e391a9b5fde,1,1
/data-analysis-announcement/?fbclid=IwAR2zWAMNN4MYHavoV-UvnzGDOocKuMA2ex2QEbrZxlAbo4CuE89Z5Py7Ess,1,1
/courses/bespoke-courses/,3,10
/for-employers/,74,4
/blog/apply-immersive-programming-course/,2,4
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR0twmCtcM2eaQ1m4AQsqjGIn6Vo1XIJskN0K3qzFsIuSGkizxRX5n5htGs,1,1
/courses/professional-software-development/johns-route-to-career-progression/,1,10
/data-analysis-announcement/?fbclid=IwAR2bdLbVGt1E_xj_4gea_UadDZ4v1BVjFv3JfBFmOE1KcyqWXf5dfiowkP8,1,1
/blog/tag/scottish-widows/,2,1
/courses/professional-software-development/apply/course_application_1,1,7
/courses/full-stack-web-development/cost-and-funding/?fbclid=IwAR2J2PRw-DCoHD0W7k_U4S89bckDBOydZj3xjIRBNwU2KtTJjpWWBLiBvEc,1,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/?fbclid=IwAR3EoK3FF7SF7Ht7-sjCvztAQV5OG8Iz3-57lxAvcvnfwnDJ3MXLPDp3DZo,1,1
/courses/short-courses/?mc_cid=5d0201ce3f&mc_eid=dee74d3930,1,1
/blog/tag/employment/,1,1
/store/notepad/,2,1
/blog/codeclan-data-analysis-course-diary-001/?fbclid=IwAR16N_AVtWzPVKIRurqJN1at2HuodKs_RSZPhuODihnRwfzLYgUonSV9tsw,1,1
/courses/?mc_cid=bdf4fbbe4b&mc_eid=3976e419d5,1,1
/events/info-taster-session-events/?fbclid=IwAR3OD6ZGbsc3s7nOBFtLWJafQxNZwenBUQOKD9PTJT-NwtTPBl0pbZeS1YI,1,1
/blog/codeclan-ceo-women-tech/,1,6
/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,2,10
/data-analysis-announcement/?fbclid=IwAR2uWUTpX-cawDofKyxukhciOLJch__cI86edjt2TmfN-60TZEKlFeVHKV8,1,1
/about-us/,1,41
/blog/tag/career-change/,1,2
/blog/codeclan-data-analysis-course-diary-001/,21,3
/digital-careers/,1,77
/blog/apply-immersive-programming-course/,1,28
/blog/understanding-understanding/,2,3
/courses/?mc_cid=bdf4fbbe4b&mc_eid=80ad2f1d10,1,1
/blog/why-learn-coding/,7,3
/data-analysis-announcement/?fbclid=IwAR0ChbATwfwQANw03rhOH-_n3gWJYi2OtpVwC_Sn5hIeQnUmGIxxcPZ2hso,1,1
/courses/professional-software-development/?fbclid=IwAR1fh1d9cKQ5tlS1huar1ggFh2hIZUSLWzH9sxldFs3kWqHPWyGbwJD_f50,1,1
/blog/apply-immersive-programming-course/,1,28
/events/other-events/,16,4
/data-analysis-announcement/?fbclid=IwAR1eS1AMfqAIONu-cYoq5jHOkvTQHdFWMMVT20w10gxvGd3Py_vtBj1XLdU,1,1
/courses/agile-for-effective-teams/,9,8
/blog/learn-to-code-working/,1,12
/blog/scottish-companies-tech-gender-gap/,4,2
/data-analysis-announcement/?fbclid=IwAR2uWUTpX-cawDofKyxukhciOLJch__cI86edjt2TmfN-60TZEKlFeVHKV8,1,1
/data-analysis-announcement/data-course-application-process/,13,8
/blog/meet-the-team-aileen-mcdonald/,3,6
/blog/7-reasons-to-study-data-analysis-at-codeclan/,53,1
/blog/tag/sdi/,1,1
/events/glasgow/,20,6
/courses/agile-for-effective-teams/,7,9
/events/codebar/,1,1
/events/info-taster-session-events/?fbclid=IwAR2uhamwYV6dBPq6YDDEqtMXci6SmxPbCJ1G4ZAo85aidAT4_E8sTfjkE10,1,1
/data-analysis-announcement/?fbclid=IwAR3WNMDr1rRFoJJKZR9ZbZtzeR6cZf3vPPcgGOVG7qNyn153q5tlqGwWvY4,1,1
/store/notepad/,3,2
/events/edinburgh/,15,5
/data-analysis-announcement/?fbclid=IwAR3uWl6BV1ro95DrdFOd2Yqcb13NnrB_uN_XfyPqYeroS-Q1DtClhAix99s,1,1
/blog/tag/full-stack-web-development/,1,1
/blog/ask-for-help-coding/,1,3
/blog/2017/10/27/,1,1
/courses/visualisation-r/?fbclid=IwAR1dPnL00By6bOA3uBEoN8-p0LpWUwGjL3EqBiFbeFSa-BeWz02bQ3Xfan8,1,1
/blog/category/inspiring-stories/,1,20
/for-employers/client-xperience/,25,1
/for-employers/employer-case-studies/,10,3
/events/info-taster-session-events/?fbclid=IwAR1x3NYmVbrCGpgD-mYixwdZzK1SGepCpMu2sP8Z0UJ8Q8YMtvLli-X0DhA,1,1
/courses/16-week-course/apply/,1,12
/blog/page/9/,1,1
/data-analysis-announcement/?li_fat_id=92c60e27-64c4-4d30-82cb-e140278c7e85,1,1
/courses/professional-software-development/application-and-dates/,11,10
/blog/how-codeclan-gives-back-to-the-community-in-scotland-with-tech-for-good/,2,1
/blog/towards-a-diverse-tech-industry-meet-vicky-junior-software-developer/,2,3
/?fbclid=IwAR03O7-owYP5dGd0u3b3I3miZ6drS9IoH5441sZw1oFt0WgSI2oW1Wo_2Zg,1,1
/courses/edaid-apply/,37,3
/blog/category/learning-to-code/,1,16
/blog/codeclan-data-analysis-course-diary-001/?fbclid=IwAR0vtcKVRYYAqkF7GW9duQira6h1gDvcyWxn8O9bHqgBQ0a2mwlLHwoV5Ck,1,1
/events/,2,10
/blog/tag/linkedin/,1,1
/data-analysis-announcement/cost-and-funding/,85,4
/about-us/become-an-instructor/,76,3
/blog/category/learning-to-code/,1,13
/Glasgow/,5,2
/?mc_cid=571d92cf43&mc_eid=660ff839c0,1,1
/courses/understanding-software-development/?mc_cid=915f07a8f4&mc_eid=291037d132,1,1
/blog/500-graduates-in-employment/,3,2
/funding/,11,1
/events/edinburgh/,7,9
/blog/hire-developer-screening-candidates/,25,1
/blog/tag/aberdeen-careers-fair-pace/,1,4
/courses/short-courses/?fbclid=IwAR1gkwwv1C5Z3CwOzh3K0zwAmdSRUR3T6Rrq0MXn55RFHxov9nqzzNrXZo0,1,1
/black-friday-lottery/?fbclid=IwAR0eSvGudNRvAEYK8MsCF0bE-cbkOqZHUGCF-SFNmD2SjpLinzq_nuNifFM,1,1
/about-us/our-team/,7,9
/data-analysis-announcement/,28,12
/events/edinburgh/,8,8
/courses/ux-design-fundamentals/,24,8
/blog/free-courses-launched-techmums/,1,7
/blog/overcoming-your-interview-fears/,3,3
/courses/ux-design-fundamentals/?mc_cid=bdf4fbbe4b&mc_eid=dab8a90c43,1,1
/the-codeclan-experience/the-alumni/,2,11
/blog/scottish-companies-tech-gender-gap/,4,2
/events/,29,3
/data-analysis-announcement/?fbclid=IwAR2C3_nFi1LONDFjPkbbNb94xjq-JDXLiw_OFV1OSzHGJid6fQIBB36jNHI,1,1
/about-us/join-us/?fbclid=IwAR37rduxS9QdIL-7fTv1ou75fCNpLVMzPYrZVOZUWhJamOR309yBFU6qqJU,2,1
/data-analysis-announcement/?mc_cid=5d0201ce3f&mc_eid=db716c5eac,1,1
/digital-careers/product-owner/,8,1
/black-friday-lottery/?mc_cid=5441c8a4f7&mc_eid=1cae8a6f3e,1,1
/courses/full-stack-web-development/?fbclid=IwAR0EF3q0KvNMkxydL6RJksowkQkXkr2xe6I7BuLXLyM4BR9ePE9ApuS6VHA,1,1
/blog/new-funding-opens-up-careers-in-coding/,1,7
/edinburgh/,3,17
/blog/2019/10/30/,1,1
/courses/edaid-apply/data-analysis/data_analysis_application_2,1,8
/highlands-academy/,1,4
/blog/towards-a-diverse-tech-industry-meet-vicky-junior-software-developer/,2,3
/blog/shape-scotlands-digital-future/?fbclid=IwAR1mW1qerEniYvbxXeE58zpdhrNP7PbbVZbkNvZmwupoQutMdRbZtKjXILk,1,1
/data-analysis-announcement/?fbclid=IwAR1B6lPy8K4vCYmzTSwZX8Ct2goSsfhGzmIB5AE8aKCrBg0TMRPR_n5-MCg,1,1
/edinburgh/,13,7
/events/info-taster-session-events/?fbclid=IwAR2EGhH7ezKF8rZjGmmAv3FLG66go70BzB4nKj8q259wdJpafSexw27XzPw,1,1
/data-analysis-announcement/?li_fat_id=69d5739c-c370-44da-afc6-656692bd8557,1,5
/courses/professional-software-development/career-support/,2,12
/blog/2015/11/06/,1,1
/digital-careers/software-developer/,1,18
/events/,3,9
/blog/ewa-jamie-martas-app-play-store/,5,14
/courses/full-stack-web-development/?fbclid=IwAR0Ped7TWSQvgi6M1mUeigDlsmj9QBqNxNZVSnP4vjlApXtronkUrZ3thbc,1,1
/blog/codeclan-ceo-women-tech/,3,4
/data-analysis-announcement/cost-and-funding/,1,15
/?_hsenc=p2ANqtz-9CNLC36WMXmn9G8vF-S6tnMYuOT7iXQ1HSmLFSXlX_Fge46qxJprU130v5c8HuF60MW9y8Cr6VqvLn0fwVpbyUtXE0bA&_hsmi=78842430,1,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/?fbclid=IwAR3vIT78HQFNfSKINhXbxYvzieY51Q0pIRyb4bRVCjh3tWdSZZJnpZG6rlI,1,1
/blog/happy-pride-month/,1,1
/for-employers/become-a-partner/,4,6
/courses/programming-with-r/,1,22
/blog/finding-your-feet-when-train-work-digital-alumni-advice/,1,10
/blog/author/codeclan/page/3/,1,1
/for-employers/upskill-your-staff/,1,18
/blog/meet-codeclans-first-highlands-partners/?fbclid=IwAR2IPE-NULPXZavc9uWtzVsfdlW3br5KCHE7OMWzz5CVUyJGPromoBVVeaA,1,1
/courses/ux-advanced/?mc_cid=acc2976657&mc_eid=ee7153ebdb,1,1
/courses/professional-software-development/career-support/?fbclid=IwAR1W8yWeLst-C3FwtI8KnNgpNFOEQRe4XoCTJzdrvRSolTvuQ7wT2CwIBjc,1,1
/events/inverness-events/,2,7
/blog/category/inspiring-stories/,1,8
/data-analysis-announcement/?fbclid=IwAR3weJEa9Y0ebH_4RCkUKAr2TxlBHU9r88Re4ZxSxv75bXAf3G6oaboSg4A,1,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/?fbclid=IwAR3B7xYXw4C8tr5nTE_CO5Q_jxNncZ_pfVhZJG9IkIbNFR1Uui1S747N2Pg,1,1
/events/info-taster-session-events/?fbclid=IwAR2gNsuSpTbQZZ2lWd1goMBymhIdJ0JITjMtx0JSR-BNQGh34wXB_aT2kzU,1,1
/courses/data-analysis/?fbclid=IwAR1qYk5g7zH3ayowhCasvZwJD2MFXFXNeCP4QD_ZJ61dQJyn4darN3g_Jz4,1,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,151,1
/blog/category/careers-in-tech/page/3/,1,3
/blog/day-life-web-developer/,32,2
/blog/category/data-analysis/,3,8
/courses/ux-advanced/,1,10
/data-analysis-announcement/?li_fat_id=906d84a5-c0f4-40cd-b6e2-b8657120b03c,3,1
/for-employers/upskill-your-staff/,2,16
/events/edinburgh/,7,9
/blog/codeclan-students-meet-employers-at-speed-networking-event/,5,1
/for-employers/,1,21
/blog/category/inspiring-stories/,1,12
/data-analysis-announcement/?mc_cid=571d92cf43&mc_eid=101a27d604,1,1
/blog/speed-networking-debunked-what-you-need-to-know/?mc_cid=88ea03c9e2&mc_eid=97d321d09b,4,1
/data-analysis-announcement/?li_fat_id=7575194c-3db7-4302-a761-fe0bbef82ada,1,1
/blog/tag/web-development/,1,1
/blog/tag/turing-festival/,1,1
/blog/2019/07/16/,1,1
/courses/professional-software-development/curriculum/,2,17
/courses/agile-for-effective-teams/?mc_cid=bdf4fbbe4b&mc_eid=118a208a99,1,1
/laptop-competition-tcs/?fbclid=IwAR3l6YiyCS5lMV9NzBQDZbCziFhy7B9W-jy3d_Z1RcXNJ3buy8g7hYod-YM,1,1
/courses/16-week-course/apply/,1,9
/edinburgh/,28,4
/campuses/,1,6
/data-analysis-announcement/?fbclid=IwAR1kXX5zXnqa29ptA3MYPqVcVL071IkGegvx87QPoo507jPf-R71EJtMvh8,1,1
/for-employers/employer-case-studies/zonal-case-study/,2,3
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR3bauvybRrN4ZGYCxL7Y5jV2QShvbIdH3h5Gmf1bAAsx7On_b7AjGLfHLY,1,1
/events/info-taster-session-events/?fbclid=IwAR0KhIQTweNQtfUr-jjywZcoPg2qIJwfHIWHw821BbP365A2cmk_WWWZzAY,1,1
/blog/codeclan-data-analysis-course-diary-001/?fbclid=IwAR1IZfArB8Adpz-y4XGtrrf7L3db4ZrHE6M3DvaXeBKcNxrfvu-G1fcjlNA,1,1
/blog/category/careers-in-tech/,2,13
/pre-course-work-sw/,1,1
/blog/glasgow-coding-bootcamp-career/,1,5
/courses/thank-you-for-your-application/,2,11
/blog/category/events/,1,1
/courses/ux-design-fundamentals/,2,15
/blog/page/2/,1,13
/blog/meet-ally-software-development-instructor-at-codeclan/,2,1
/blog/most-asked-questions/,1,24
/blog/day-in-life-jia-coding/,6,1
/blog/tag/new-career/,1,1
/blog/career-change-developer/,2,1
/pre-course-work/?fbclid=IwAR29e1SZoYCHIzF3xkfbpAGqEngpyJ6sMBTdsmROizPVncAsV39P-rFr6lY,1,3
/events/info-taster-session-events/?fbclid=IwAR0vmVkexChvYkd-AdAXVethRPL_1_XGgTS4b0PJn7aYQ69SD9wgksP0wnY,1,1
/data-analysis-announcement/?fbclid=IwAR04wVOhcbcZe8YyvrXCAsMpWnw6FqQ9hp5K8b6bjuY7zXwKA6edXjptxGY,1,1
/blog/battled-pokemon-project/,32,1
/data-analysis-announcement/?fbclid=IwAR32khdMnOoO_Gbf9mh5lwMzLdy61CtQfLh8nNq6jprXJFpC3CqUvB-W53A,1,1
/data-analysis-announcement/?fbclid=IwAR1iPHQc0Y92phAzL9pqAmdReg8TNGW17n2nVu52wtAaNzPqxlNf-hMeLY0,1,1
/for-employers/employer-case-studies/freeagent/,1,6
/events/info-taster-session-events/,2,20
/laptop-competition-tcs/?fbclid=IwAR3wv-UiA4yGui8iUQjXxHyYi9uFOyDS2rB-ENmcBxH5lDYV6kLF4fJsFjE,1,1
/blog/meet-the-team-aileen-mcdonald/,153,1
/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,11,6
/courses/,3,16
/courses/edaid-apply/psd/,1,9
/for-employers/client-xperience/?fbclid=IwAR2a-eha-RcQ0tuPmqVP48WHMek0-Wm5N735hEzbdgYYZZOC5XcZrDzATJU,1,1
/courses/edaid-apply/,2,18
/blog/2019/03/18/,1,1
/data-analysis-announcement/?fbclid=IwAR3GVUyHBLKQ3N5zcjbb0cJZnvhB0XjPQMgQXlqt4QnIyKRqFflU1g2dTf8,1,1
/blog/meet-codeclans-first-highlands-partners/?fbclid=IwAR2eoy0DmPsBPEyiNMzkSrv1YqoDKkg6EXtvB2NXgRVYqs1_T-OiwhuSAW4,1,1
/courses/professional-software-development/application-and-dates/,70,4
/?fbclid=IwAR35at3aRQc1LQc3eD9rM9cgqWcRCA7S97jIHO52UJX37VVh_U1ISqcTpIU,1,1
/courses/data-analysis/case-study/,1,9
/blog/category/whats-happening-at-codeclan/,1,15
/store/powerbank/,1,1
/store/campus-t-shirt/,1,4
/blog/codeclan-students-meet-employers-at-speed-networking-event/,5,1
/for-employers/employer-case-studies/,2,6
/courses/browse-all-course-dates/,55,3
/blog/page/5/,1,18
/courses/full-stack-web-development/?fbclid=IwAR2Znu2WshX82Lmdn_WqYWSG9bPJoMLrNAD0zvjaSjhL56i6HL9LE0ImwEI,1,1
/for-employers/employer-case-studies/freeagent/,2,9
/courses/short-courses/?fbclid=IwAR1rtK2LbVNam5Trg1_30Z9ABmNsCulcUVU2UlqBIU3I73iq94yZ6WECV0I,1,1
/black-friday-lottery/?mc_cid=5441c8a4f7&mc_eid=8dd075d3ef,1,1
/store/?fbclid=IwAR0Omu82yQgWwV9AOd-f9N1kX1KkyuKiEuHJEPdNCvzq5ntaT446BEy91CQ,1,1
/?fbclid=IwAR1EnQBTMErXF87pFQnA1JNv1acu9Dexb3jaF2e88dgztqfDfBKXBYFEPX8,1,1
/courses/understanding-software-development/?mc_cid=a44376689d&mc_eid=71402e0a15,1,1
/blog/ewa-jamie-martas-app-play-store/,1,20
/courses/professional-software-development/charlotte-case-study/,1,20
/digital-careers/software-developer/,2,10
/events/partner-events/,6,6
/courses/professional-software-development/application-and-dates/,87,4
/courses/ux-advanced/,1,19
/data-analysis-announcement/?li_fat_id=597a0219-43d7-4777-b4ab-b6a27ace5fb3,1,1
/blog/author/codeclan/page/11/,1,1
/blog/stress-awareness-month/,8,1
/?fbclid=IwAR3JOtkHqGVyOuy9OmxuQ7GH3813MAzW8HQLUv2oT4FxyBzIJKIV2ARi5Uk,1,1
/data-analysis-announcement/?fbclid=IwAR0eYj94hpm-E_z4wDg5EbIUc0ih28qHQlocmcBAzITZ_Yvy6xCRfYyc9KM,1,2
/blog/category/inspiring-stories/,2,14
/?fbclid=IwAR30yzIVJ_G_J_QIwx4nilo3c5FuApnY6EqAJhoGsH5WmO4Ui_0ds44lvQk,1,1
/inverness/,1,12
/blog/,1,20
/digital-careers/software-developer/,1,14
/data-analysis-announcement/?li_fat_id=57ca864d-e796-488c-af3a-430472ae5310,1,1
/blog/2017/08/14/,1,1
/courses/visualisation-r/,4,6
/blog/tag/jordan-davidson/,1,1
/courses/professional-software-development/apply/,106,4
/blog/category/events/,1,1
/blog/2019/03/21/,1,1
/about-us/become-an-instructor/?fbclid=IwAR0c6fIxLqm_qx31KLZdkWEVEFYIxDdWTzmG4qBTVivQvZzTBqrxMVRvFFs,1,1
/blog/digital-development-loan/,1,7
/courses/professional-software-development/?fbclid=IwAR1pY8U1SRDixEZBv3-5VgTrUoA51MHVB8joJoCXAsmB1TU5kH8xHbxdq7E,1,1
/for-employers/sponsorships/,1,12
/courses/glasgow/,1,11
/blog/author/ken/,1,1
/blog/apply-immersive-programming-course/,1,15
/?s=Bootstrap,1,12
/courses/edaid-apply/psd/,1,9
/blog/category/whats-new/,2,4
/data-analysis-announcement/,1,37
/the-codeclan-experience/hobbies/,1,1
/blog/category/careers-in-tech/,3,8
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR0nwNLSukCAUr5trirAsGdqqvU7Nir2XgdGNUj2eSRfXaSqEm7kmgBcWzc,1,3
/digital-careers/data-scientist/,2,2
/courses/full-stack-web-development/cost-and-funding/,2,16
/courses/thank-you-applying-web-development/,3,4
/for-employers/employer-case-studies/freeagent/,2,6
/blog/category/inspiring-stories/,1,23
/blog/highlands-here-we-come/,3,2
/black-friday-lottery/?fbclid=IwAR0RYMiXs6Cwfe77Hp825cbNwrPi9Nk2uNRa4QvlWGHY7NLeROKfZ4Sy2CY,1,1
/events/info-taster-session-events/?fbclid=IwAR0IuJJu50D1kGP3HkfiwwA1WHLJwlM4CGo5ASkYxgDf5pRtpDvUkaffB1s,1,1
/blog/tag/aberdeen-careers-fair-pace/,1,1
/blog/melindas-memo-october-2019/,2,10
/?fbclid=IwAR1EnQBTMErXF87pFQnA1JNv1acu9Dexb3jaF2e88dgztqfDfBKXBYFEPX8,1,1
/courses/ux-design-fundamentals/?fbclid=IwAR1OuyHHVzJt-AnY6BX0ZxIgO6Mpww4l1incG97FcOTA4alYbFz6utu15BM,1,1
/courses/professional-software-development/case-studies/,1,1
/data-analysis-announcement/data-course-application-process/,4,12
/about-us/become-an-instructor/part-time-teaching/,17,1
/blog/codebar-edinburgh-second-anniversary/,1,9
/blog/instructing-codeclan-johns-story/,2,2
/blog/2018/04/17/,1,1
/blog/scottish-minister-helps-codeclan-highlands-open-for-business/,1,4
/courses/,181,7
/blog/tag/inclusion/,1,1
/courses/python-for-developers/,23,5
/courses/professional-software-development/career-support/,4,5
/courses/edinburgh/,3,10
/data-analysis-announcement/?li_fat_id=8736df43-ca45-4a85-9aa6-d88d5053a0b5,2,1
/courses/understanding-software-development/?mc_cid=915f07a8f4&mc_eid=b0edaa8b3d,1,1
/courses/professional-software-development/apply/,1,21
/courses/ux-design-fundamentals/?fbclid=IwAR2yvrCsxcPBTwtGhbc6HfUhJVSDyruuPIFSjw4KrPblDeU3rBQq3k89N0A,1,2
/glasgow/,325,1
/blog/category/inspiring-stories/page/2/,1,5
/courses/full-stack-web-development/?fbclid=IwAR1Y1t3hXAi1BC-QsS0T_T3ri3W_30YsZSojTYc-ymtW6leTgFJZ0epUvpY,1,1
/courses/agile-for-effective-teams/,6,7
/codeclan-store/codeclan-tote-bag/,1,1
/inverness/,6,5
/data-analysis-announcement/?fbclid=IwAR2dfuKP7MJcVhnTdgMIe2wHIcuHsHgDMXxahpJd4UKHFGcI9Grytvh7Q8I,1,1
/blog/category/learning-to-code/,3,3
/courses/browse-all-course-dates/,2,16
/courses/thank-you-for-your-application/,1,15
/blog/tag/national-coding-week/,2,1
/data-analysis-announcement/data-course-application-process/,1,23
/?fbclid=IwAR0Vaa2S_XrJ0qmaK2cJNpC1JEfiM1i4jNlLjeRhxhgUjjzsN5Z3ztu8cTQ,1,1
/black-friday-lottery/?fbclid=IwAR1D7JSVA_8fpeHDwDJIVSc-F4feBQLqgA-AKdhszgd5G8lzexu9vkrdNdk,1,1
/partner-terms-and-conditions/,3,1
/courses/understanding-software-development/,1,21
/blog/author/codeclan/page/10/,1,1
/blog/new-partner-programme-coming/,2,1
/courses/agile-for-effective-teams/?mc_cid=bdf4fbbe4b&mc_eid=ceb73a62b3,1,1
/blog/category/learning-to-code/,5,3
/blog/an-app-to-put-charity-shops-on-the-map/,1,16
/?fbclid=IwAR0CjulIOrzwh8h0dY-jPzFMyBtomuFX8Rcs5dITrCCZsTbklf_7ygA73fU,1,1
/courses/,3,18
/laptop-competition-tcs/?fbclid=IwAR3YGNIJceY8OXNO8596lQgsA3vY9r6nUG1bdaRjF_GPJkgVLTimKyUjkTc,1,1
/for-employers/employer-case-studies/castlight-2/,2,3
/blog/category/learning-to-code/,1,20
/events/info-taster-session-events/?fbclid=IwAR3SO70zXmAkkSc2JyKvRFUMnv5jLhzhtFpe2oV771VHdkul3aRNgmr6AFQ,1,1
/data-analysis-announcement/?li_fat_id=7cbde400-5f70-4ffe-aac3-7141a13b8d7d,1,1
/blog/codeclan-contributing-to-scotlands-20bn-data-boom/,1,6
/courses/full-stack-web-development/cost-and-funding/?fbclid=IwAR2fHqbIcfT1sb5LhJHvaXNmS2py_kxdtclIpTeCsmznl06uKuiPIYLVJ-g,1,1
/?fbclid=IwAR30yzIVJ_G_J_QIwx4nilo3c5FuApnY6EqAJhoGsH5WmO4Ui_0ds44lvQk,1,1
/courses/?mc_cid=bdf4fbbe4b&mc_eid=f3e381691f,1,1
/blog/tag/short-courses/,1,1
/data-analysis-announcement/?fbclid=IwAR1k6JxArCyt4d-gsN1g_Bzsyrux5EwewCZyvouMs0Wm3AcSP6X792Q3bnY,1,1
/courses/professional-software-development/alasdairs-career-change/,4,7
/blog/how-i-discovered-code/,2,8
/blog/2019/04/03/,1,1
/courses/r-programming/,8,8
/blog/codeclan-ceo-melinda-matthews/,1,13
/courses/data-carpentry/,4,8
/data-analysis-announcement/data-course-application-process/,5,8
/courses/professional-software-development/curriculum/,52,5
/blog/codeclan-contributing-to-scotlands-20bn-data-boom/,4,1
/blog/2017/03/23/,1,1
/?elementor-preview=15&ver=1574866014,1,1
/funding/,11,1
/blog/graduates-peter-tester-junior-software-developer/,1,6
/blog/apply-immersive-programming-course/,1,18
/data-analysis-announcement/?li_fat_id=36bf4e41-8e60-4b21-97b7-e6151d93bd25,1,1
/data-analysis-announcement/?fbclid=IwAR3rv1997j0Wty4RS_pykLk0LtxCQSYYMQ94gceL-WP4wlYc8-4KUu7Vk9c,1,1
/courses/professional-software-development/?fbclid=IwAR3OuMLThnr7FHosEDXf8S0xFxUd4t89Mo4OZKFlTql7exGXN3Pv04zQrp0,1,1
/data-analysis-announcement/?fbclid=IwAR0OsPeWpiy5LWUeXpOg65YU-02qw6kJeCheXiDazH-jBfurnhqxuLXjyOc,1,1
/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR1rnEcaPQE1Z2vvTYtCaEBJ-x-SbdkEZkaEwzgYiFr6n_srAZlnZ4lMkk0,1,1
/about-us/become-a-data-instructor/,8,3
/data-analysis-announcement/?fbclid=IwAR0jrkdN1QWnS3KknZqXgHDm5ZoQXbygJaViMlqJvB9BHdmkzwCLz1UL_Q4,1,1
/,1,24
/events/,3,10
/the-codeclan-experience/the-alumni/?fbclid=IwAR2bWmzYTMMnpPbBkot8YZQn0G8YgeLQgPgX5hWIjJU1seLXPaHgLNcDxY8,1,1
/courses/professional-software-development/application-and-dates/,51,6
/events/,15,3
/blog/meet-partners-freeagent/,1,17
/the-codeclan-experience/a-typical-day/,14,8
