date,goal_completion_count,user_id,step,page,event
2019-10-27,1,1205,0,company.com/events/info-taster-session-events/,NA
2019-09-16,1,190,1,company.com/events/,NA
2020-02-12,1,1366,0,company.com/events/info-taster-session-events/,NA
2020-02-12,1,1366,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,138,1,company.com/events/,NA
2019-11-27,1,1430,1,company.com/data-analysis-announcement/,NA
2019-09-04,1,1039,2,company.com/courses/understanding-software-development/,NA
2019-11-11,1,227,3,company.com/glasgow/,NA
2020-01-10,1,1062,0,company.com/events/info-taster-session-events/,NA
2019-12-23,1,1417,2,company.com/data-analysis-announcement/cost-and-funding/,NA
2019-10-21,1,42,1,company.com/events/info-taster-session-events/,10
2020-01-23,1,1118,1,company.com/courses/professional-software-development/,10
2020-01-30,1,625,0,company.com/events/info-taster-session-events/,10
2019-12-02,1,1546,2,company.com/events/edinburgh/,NA
2020-02-29,1,68,0,company.com/events/edinburgh/,NA
2020-01-07,1,750,1,company.com/,NA
2020-01-15,1,787,1,company.com/,10
2019-09-02,1,1534,0,company.com/events/info-taster-session-events/,10
2019-11-14,1,1000,0,company.com/events/info-taster-session-events/,10
2019-10-29,1,192,0,company.com/events/edinburgh/,10
2020-01-02,1,1026,0,company.com/events/info-taster-session-events/,NA
2019-11-18,1,969,1,company.com/courses/browse-all-course-dates/,NA
2019-12-09,1,1493,0,company.com/events/info-taster-session-events/,NA
2019-10-03,1,1406,1,company.com/data-analysis-announcement/,NA
2019-10-01,1,1184,0,company.com/events/info-taster-session-events/,NA
2019-11-19,1,1318,1,company.com/data-analysis-announcement/,NA
2019-11-27,1,892,2,company.com/courses/professional-software-development/,NA
2019-09-17,1,1204,1,company.com/courses/professional-software-development/,NA
2019-11-26,1,399,0,company.com/events/glasgow/,10
2019-10-02,1,351,0,company.com/events/glasgow/,10
2019-09-13,1,1476,1,company.com/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,10
2019-12-11,1,1328,0,company.com/events/info-taster-session-events/,10
2019-11-05,1,307,1,company.com/glasgow/,10
2019-11-27,1,1221,3,company.com/courses/professional-software-development/,10
2020-01-29,1,1281,3,company.com/,10
2019-12-02,1,257,2,company.com/,10
2019-12-27,1,1625,1,company.com/the-codeclan-experience/a-typical-day/,NA
2019-10-16,1,202,2,company.com/events/glasgow/,NA
2020-02-13,1,886,3,company.com/,NA
2019-10-30,1,166,1,company.com/events/,NA
2019-12-28,1,1265,1,company.com/courses/professional-software-development/apply/,NA
2020-01-07,1,750,1,company.com/,NA
2019-10-04,1,1404,2,company.com/courses/edinburgh/,NA
2019-09-02,1,56,1,company.com/events/info-taster-session-events/,NA
2020-01-09,1,1138,3,company.com/courses/professional-software-development/curriculum/,NA
2020-01-26,1,802,1,company.com/,NA
2019-11-30,1,1424,0,company.com/events/info-taster-session-events/,NA
2019-10-09,1,204,1,company.com/events/,NA
2020-02-04,1,1363,0,company.com/events/info-taster-session-events/,NA
2020-02-03,1,834,1,company.com/,NA
2020-01-29,1,1281,2,company.com/data-analysis-announcement/,NA
2019-12-10,1,1109,0,company.com/events/info-taster-session-events/,NA
2019-09-06,1,92,1,company.com/edinburgh/,NA
2019-09-20,1,395,1,company.com/Glasgow/,NA
2019-11-06,1,176,0,company.com/events/edinburgh/,NA
2020-02-03,1,915,3,company.com/data-analysis-announcement/,NA
2020-01-06,1,51,1,company.com/events/info-taster-session-events/,NA
2020-01-28,1,1300,1,company.com/courses/understanding-programming/,NA
2019-11-03,1,100,0,company.com/events/edinburgh/,NA
2019-12-23,1,733,0,company.com/events/info-taster-session-events/,NA
2020-02-21,1,978,1,company.com/courses/data-analysis/,NA
2019-09-16,1,1294,3,company.com/,NA
2020-01-10,1,1062,2,company.com/courses/professional-software-development/,NA
2020-01-20,1,1223,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-01-13,1,1455,1,company.com/data-analysis-announcement/,NA
2019-11-11,1,182,2,company.com/,NA
2019-11-04,1,1463,2,company.com/data-analysis-announcement/apply-for-data-analysis/,NA
2020-01-06,1,51,1,company.com/courses/professional-software-development/,NA
2019-10-03,1,1406,2,company.com/courses/professional-software-development/curriculum/,NA
2019-12-18,1,1270,0,company.com/events/info-taster-session-events/,NA
2019-11-02,1,1195,2,company.com/courses/professional-software-development/,NA
2019-12-10,1,1092,3,company.com/,NA
2019-10-02,1,699,0,company.com/events/info-taster-session-events/,NA
2020-01-31,1,907,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,1068,2,company.com/courses/full-stack-web-development/,NA
2019-10-14,1,1531,0,company.com/events/info-taster-session-events/,NA
2019-10-10,1,1512,1,company.com/events/,NA
2019-11-27,1,1050,2,company.com/,NA
2020-01-13,1,774,0,company.com/events/info-taster-session-events/,NA
2019-10-10,1,156,1,company.com/events/,NA
2019-09-17,1,196,3,company.com/courses/,10
2020-01-28,1,812,0,company.com/events/info-taster-session-events/,NA
2019-09-24,1,1104,2,company.com/courses/,NA
2019-09-09,1,1244,0,company.com/events/info-taster-session-events/,NA
2019-10-22,1,106,1,company.com/Edinburgh/,10
2020-02-01,1,948,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-02-26,1,678,0,company.com/events/info-taster-session-events/,NA
2019-11-05,1,309,0,company.com/events/glasgow/,NA
2020-01-07,1,750,0,company.com/events/info-taster-session-events/,NA
2020-01-25,1,1610,2,company.com/events/taster-sessions/,NA
2019-10-30,1,208,3,company.com/events/,NA
2019-09-18,1,393,1,company.com/Glasgow/,NA
2020-02-20,1,1474,0,company.com/events/info-taster-session-events/,10
2020-01-29,1,814,1,company.com/,NA
2020-02-03,1,1156,1,company.com/courses/professional-software-development/,NA
2020-02-03,1,1179,2,company.com/courses/professional-software-development/apply/,NA
2019-11-07,1,210,2,company.com/courses/professional-software-development/apply/,NA
2020-01-14,1,1283,0,company.com/events/info-taster-session-events/,NA
2019-10-04,1,1012,0,company.com/events/info-taster-session-events/,NA
2019-12-03,1,1637,2,company.com/events/partner-events/,10
2019-12-04,1,722,1,company.com/,NA
2019-09-05,1,684,0,company.com/events/info-taster-session-events/,NA
2020-01-20,1,962,2,company.com/,NA
2020-01-07,1,1167,2,company.com/courses/edinburgh/,NA
2020-02-01,1,824,0,company.com/events/info-taster-session-events/,NA
2020-02-09,1,954,2,company.com/events/other-events/,NA
2020-02-09,1,954,1,company.com/admissions-track/,NA
2020-01-14,1,778,0,company.com/events/info-taster-session-events/,NA
2020-01-25,1,912,3,company.com/,10
2020-01-21,1,928,2,company.com/data-analysis-announcement/,NA
2020-01-21,1,38,1,company.com/events/info-taster-session-events/,NA
2019-11-26,1,1519,2,company.com/,NA
2019-10-07,1,40,0,company.com/,NA
2019-09-09,1,1244,1,company.com/courses/professional-software-development/,NA
2020-02-29,1,212,0,company.com/events/edinburgh/,NA
2020-01-15,1,787,1,company.com/,NA
2020-02-03,1,1217,3,company.com/courses/professional-software-development/,NA
2020-01-03,1,1097,1,company.com/courses/professional-software-development/,NA
2019-10-30,1,166,0,company.com/events/edinburgh/,NA
2020-01-12,1,767,1,company.com/,NA
2020-02-05,1,1082,2,company.com/,NA
2020-01-07,1,1167,2,company.com/courses/edinburgh/,NA
2019-11-19,1,988,0,company.com/events/info-taster-session-events/,NA
2020-01-06,1,51,2,company.com/,10
2019-12-18,1,1094,0,company.com/events/info-taster-session-events/,10
2019-12-02,1,1546,0,company.com/events/info-taster-session-events/,10
2019-12-12,1,1560,0,company.com/events/info-taster-session-events/,10
2020-02-04,1,652,0,company.com/events/info-taster-session-events/,NA
2019-11-14,1,1651,0,company.com/events/info-taster-session-events/,NA
2019-09-04,1,353,1,company.com/glasgow/,NA
2019-12-30,1,1380,1,company.com/data-analysis-announcement/,NA
2019-09-16,1,1568,1,company.com/events/other-events/,NA
2019-09-07,1,411,0,company.com/events/info-taster-session-events/,NA
2019-10-20,1,1371,0,company.com/events/info-taster-session-events/,NA
2019-10-10,1,1485,1,company.com/events/,NA
2020-02-07,1,1591,1,company.com/events/other-events/,NA
2020-02-05,1,656,0,company.com/events/info-taster-session-events/,NA
2019-11-05,1,1597,1,company.com/events/info-taster-session-events/,NA
2019-12-02,1,261,1,company.com/events/,NA
2019-09-15,1,1262,2,company.com/courses/professional-software-development/,NA
2020-01-20,1,1223,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-01-13,1,1070,2,company.com/,NA
2019-12-28,1,1265,0,company.com/events/info-taster-session-events/,NA
2019-09-01,1,54,1,company.com/events/info-taster-session-events/,NA
2019-09-22,1,941,2,company.com/about-us/our-team/,NA
2020-02-20,1,666,0,company.com/events/info-taster-session-events/,NA
2019-09-04,1,1290,2,company.com/courses/,NA
2020-02-13,1,910,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-01-29,1,1359,0,company.com/events/info-taster-session-events/,NA
2019-10-29,1,192,3,company.com/data-analysis-announcement/apply-for-data-analysis/,NA
2019-09-05,1,924,2,company.com/courses/,NA
2019-10-20,1,1371,0,company.com/events/info-taster-session-events/,NA
2019-10-29,1,379,0,company.com/events/glasgow/,NA
2019-12-10,1,1603,3,company.com/events/info-taster-session-events/,NA
2019-12-23,1,1417,3,company.com/data-analysis-announcement/,NA
2019-09-30,1,96,2,company.com/,NA
2020-02-26,1,64,2,company.com/,NA
2020-02-24,1,1144,0,company.com/events/info-taster-session-events/,NA
2020-02-10,1,663,0,company.com/events/info-taster-session-events/,NA
2019-11-12,1,263,2,company.com/,NA
2019-11-07,1,375,3,company.com/courses/,NA
2019-10-01,1,1184,2,company.com/courses/professional-software-development/,NA
2020-02-04,1,1160,0,company.com/events/info-taster-session-events/,NA
2019-10-27,1,1205,1,company.com/courses/professional-software-development/,NA
2020-01-08,1,575,0,company.com/events/info-taster-session-events/,NA
2020-01-06,1,1654,0,company.com/events/info-taster-session-events/,NA
2020-02-07,1,1279,3,company.com/courses/professional-software-development/apply/,10
2019-10-08,1,440,0,company.com/events/info-taster-session-events/,10
2019-11-03,1,1463,3,company.com/the-codeclan-experience/a-typical-day/,10
2020-02-11,1,847,1,company.com/,10
2020-01-11,1,760,1,company.com/,10
2020-02-02,1,990,1,company.com/courses/full-stack-web-development/,NA
2019-09-02,1,383,1,company.com/Glasgow/,10
2019-10-23,1,164,2,company.com/,10
2019-09-16,1,1272,3,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-02-24,1,980,0,company.com/events/info-taster-session-events/,10
2019-12-27,1,1640,0,company.com/events/info-taster-session-events/,10
2019-10-27,1,453,0,company.com/events/info-taster-session-events/,NA
2020-02-25,1,1256,1,company.com/courses/professional-software-development/curriculum/,NA
2020-01-13,1,895,1,company.com/,NA
2020-02-26,1,1258,1,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-01-06,1,1630,3,company.com/events/info-taster-session-events/,NA
2019-09-12,1,188,3,company.com/data-analysis-announcement/data-course-application-process/,NA
2019-09-26,1,1382,0,company.com/events/info-taster-session-events/,NA
2019-11-09,1,1515,1,company.com/events/,NA
2019-10-08,1,186,1,company.com/events/,NA
2019-10-14,1,985,0,company.com/events/info-taster-session-events/,NA
2019-11-07,1,375,3,company.com/courses/,NA
2020-01-28,1,810,0,company.com/events/info-taster-session-events/,NA
2019-11-08,1,463,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,1455,0,company.com/events/info-taster-session-events/,NA
2019-12-14,1,1656,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,1455,1,company.com/data-analysis-announcement/,10
2019-11-06,1,1297,0,company.com/events/info-taster-session-events/,10
2019-12-12,1,1089,1,company.com/courses/professional-software-development/,10
2020-02-05,1,842,0,company.com/events/info-taster-session-events/,10
2019-09-13,1,357,0,company.com/events/glasgow/,10
2019-11-16,1,1047,2,company.com/,10
2019-09-18,1,694,0,company.com/events/info-taster-session-events/,NA
2020-02-21,1,978,1,company.com/courses/data-analysis/,NA
2020-02-07,1,845,0,company.com/events/info-taster-session-events/,NA
2020-01-29,1,930,1,company.com/,NA
2019-10-21,1,1315,1,company.com/data-analysis-announcement/,NA
2020-01-29,1,930,1,company.com/,NA
2019-09-27,1,146,2,company.com/,NA
2019-09-25,1,695,1,company.com/,NA
2019-10-01,1,1184,0,company.com/events/info-taster-session-events/,NA
2020-01-10,1,1064,2,company.com/,NA
2019-09-29,1,297,0,company.com/events/glasgow/,NA
2020-01-23,1,901,2,company.com/courses/professional-software-development/,NA
2019-09-08,1,1250,3,company.com/courses/professional-software-development/curriculum/,10
2019-12-10,1,1603,1,company.com/events/,10
2020-01-11,1,760,0,company.com/events/info-taster-session-events/,NA
2020-01-05,1,1132,3,company.com/,NA
2019-11-07,1,60,0,company.com/events/edinburgh/,NA
2019-11-20,1,477,0,company.com/events/info-taster-session-events/,NA
2019-11-29,1,1151,2,company.com/courses/,NA
2019-12-20,1,893,0,company.com/events/info-taster-session-events/,NA
2020-01-17,1,1580,1,company.com/events/info-taster-session-events/,NA
2019-09-21,1,1454,0,company.com/events/info-taster-session-events/,NA
2019-10-17,1,1193,1,company.com/courses/professional-software-development/,NA
2019-10-14,1,45,0,company.com/courses/professional-software-development/,NA
2020-02-05,1,1590,1,company.com/events/info-taster-session-events/,NA
2019-10-23,1,1343,0,company.com/events/info-taster-session-events/,NA
2019-11-17,1,1540,3,company.com/events/info-taster-session-events/,NA
2020-01-05,1,1142,2,company.com/courses/,NA
2019-09-30,1,279,3,company.com/courses/professional-software-development/,NA
2019-09-23,1,1340,2,company.com/,NA
2019-10-22,1,1343,2,company.com/,10
2019-10-10,1,367,1,company.com/glasgow/,10
2020-01-14,1,1410,1,company.com/data-analysis-announcement/,10
2019-10-02,1,273,1,company.com/events/edinburgh/,10
2020-01-27,1,808,1,company.com/,NA
2019-11-06,1,176,2,company.com/,NA
2019-09-05,1,684,1,company.com/,NA
2019-09-01,1,1564,0,company.com/events/info-taster-session-events/,NA
2020-01-12,1,1624,0,company.com/events/info-taster-session-events/,NA
2019-11-22,1,1441,3,company.com/black-friday-lottery/,NA
2019-10-21,1,1513,2,company.com/,NA
2020-01-17,1,1076,2,company.com/,NA
2019-11-18,1,969,1,company.com/courses/browse-all-course-dates/,NA
2019-10-31,1,281,2,company.com/events/glasgow/,NA
2019-11-06,1,132,0,company.com/events/edinburgh/,NA
2019-10-29,1,192,2,company.com/courses/understanding-programming/,NA
2019-09-18,1,98,0,company.com/events/edinburgh/,NA
2020-01-15,1,1649,0,company.com/events/info-taster-session-events/,NA
2019-09-03,1,247,0,company.com/events/glasgow/,NA
2020-02-24,1,1170,1,company.com/courses/professional-software-development/,NA
2019-12-25,1,936,1,company.com/blog/7-reasons-to-study-data-analysis-at-codeclan/,NA
2020-01-13,1,591,0,company.com/events/info-taster-session-events/,NA
2019-12-03,1,890,1,company.com/,NA
2020-02-07,1,843,1,company.com/,NA
2020-01-02,1,553,0,company.com/events/info-taster-session-events/,10
2020-02-13,1,886,2,company.com/courses/professional-software-development/,10
2019-10-07,1,1506,2,company.com/,NA
2019-11-16,1,1047,1,company.com/courses/professional-software-development/,NA
2019-10-28,1,1557,2,company.com/events/alumni-events/,10
2019-09-08,1,1553,2,company.com/courses/r-programming/,10
2019-09-13,1,1476,1,company.com/digital-careers/,NA
2020-01-09,1,756,0,company.com/events/info-taster-session-events/,NA
2020-02-19,1,922,3,company.com/courses/,NA
2020-01-11,1,762,0,company.com/events/info-taster-session-events/,NA
2019-09-17,1,1204,0,company.com/events/info-taster-session-events/,NA
2020-01-17,1,897,3,company.com/courses/professional-software-development/apply/,NA
2019-09-18,1,98,1,company.com/edinburgh/,NA
2019-09-10,1,946,1,company.com/blog/7-reasons-to-study-data-analysis-at-codeclan/,NA
2020-01-31,1,638,0,company.com/events/info-taster-session-events/,NA
2019-09-14,1,357,3,company.com/events/glasgow/,NA
2019-11-04,1,1463,3,company.com/data-analysis-announcement/apply-for-data-analysis/,NA
2020-02-21,1,978,1,company.com/courses/data-analysis/,NA
2019-09-06,1,1618,1,company.com/glasgow/,NA
2020-01-14,1,1497,1,company.com/events/,NA
2019-10-28,1,1557,2,company.com/events/info-taster-session-events/,NA
2019-09-06,1,327,2,company.com/,NA
2019-11-01,1,965,0,company.com/events/info-taster-session-events/,NA
2019-09-15,1,1262,2,company.com/courses/edaid-apply/,NA
2019-09-30,1,345,2,company.com/,NA
2019-09-08,1,114,1,company.com/events/,NA
2020-01-06,1,1166,3,company.com/courses/professional-software-development/,NA
2019-11-30,1,944,1,company.com/admissions-track/,NA
2019-10-11,1,1191,2,company.com/courses/professional-software-development/,NA
2019-10-02,1,351,1,company.com/glasgow/,NA
2020-01-24,1,912,2,company.com/courses/professional-software-development/curriculum/,NA
2019-11-12,1,1489,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,997,3,company.com/courses/professional-software-development/curriculum/,NA
2019-09-03,1,1296,0,company.com/events/info-taster-session-events/,NA
2019-10-29,1,192,0,company.com/events/edinburgh/,NA
2019-09-21,1,335,1,company.com/glasgow/,NA
2019-10-07,1,1506,0,company.com/events/info-taster-session-events/,NA
2020-02-04,1,837,0,company.com/events/info-taster-session-events/,NA
2019-10-01,1,1420,0,company.com/events/info-taster-session-events/,NA
2019-10-06,1,267,2,company.com/glasgow/,NA
2020-01-14,1,1283,1,company.com/courses/understanding-programming/,NA
2019-10-31,1,225,3,company.com/courses/professional-software-development/,NA
2019-12-11,1,1328,1,company.com/data-analysis-announcement/,NA
2019-09-24,1,1458,2,company.com/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,NA
2020-02-03,1,825,0,company.com/events/info-taster-session-events/,NA
2020-02-09,1,954,1,company.com/blog/7-reasons-to-study-data-analysis-at-codeclan/,NA
2019-09-06,1,1618,0,company.com/events/info-taster-session-events/,NA
2020-01-23,1,901,2,company.com/courses/professional-software-development/,NA
2019-09-24,1,50,3,company.com/courses/professional-software-development/,NA
2020-02-25,1,214,2,company.com/,NA
2019-11-01,1,965,2,company.com/,NA
2019-10-04,1,1460,3,company.com/glasgow/,NA
2019-12-02,1,1546,1,company.com/events/,NA
2020-02-12,1,1366,1,company.com/data-analysis-announcement/,NA
2020-02-23,1,864,1,company.com/,NA
2019-11-17,1,1154,2,company.com/courses/,NA
2020-01-23,1,616,0,company.com/events/info-taster-session-events/,NA
2019-11-06,1,1297,1,company.com/courses/understanding-programming/,NA
2020-02-04,1,917,3,company.com/events/other-events/,NA
2019-11-05,1,309,1,company.com/glasgow/,NA
2020-01-07,1,932,1,company.com/,10
2019-09-04,1,325,0,company.com/events/glasgow/,10
2019-10-19,1,162,2,company.com/,10
2019-10-15,1,1105,0,company.com/events/info-taster-session-events/,10
2020-02-03,1,1217,0,company.com/events/info-taster-session-events/,NA
2020-02-21,1,978,2,company.com/courses/full-stack-web-development/,NA
2019-09-02,1,323,1,company.com/glasgow/,NA
2020-02-03,1,1217,1,company.com/courses/professional-software-development/,NA
2020-01-07,1,742,0,company.com/events/info-taster-session-events/,NA
2019-12-21,1,893,3,company.com/,NA
2019-09-18,1,964,2,company.com/,10
2019-09-24,1,1104,2,company.com/courses/,10
2019-09-16,1,369,0,company.com/events/glasgow/,NA
2020-01-02,1,735,1,company.com/,NA
2019-11-24,1,1240,2,company.com/events/info-taster-session-events/,NA
2019-11-07,1,210,3,company.com/courses/professional-software-development/,NA
2020-02-24,1,1170,0,company.com/events/info-taster-session-events/,10
2019-11-16,1,1046,0,company.com/events/other-events/,10
2019-09-30,1,345,1,company.com/glasgow/,NA
2019-09-24,1,293,0,company.com/events/glasgow/,NA
2019-10-09,1,1044,0,company.com/events/info-taster-session-events/,NA
2020-01-02,1,1355,2,company.com/,NA
2019-10-11,1,1191,0,company.com/events/info-taster-session-events/,NA
2019-09-17,1,422,0,company.com/events/info-taster-session-events/,NA
2019-09-09,1,1264,3,company.com/,NA
2019-11-17,1,1518,1,company.com/events/,NA
2019-09-17,1,122,0,company.com/events/edinburgh/,NA
2020-02-05,1,654,0,company.com/events/info-taster-session-events/,NA
2019-12-09,1,1493,0,company.com/events/info-taster-session-events/,NA
2019-12-15,1,888,1,company.com/,NA
2019-11-27,1,1319,0,company.com/events/info-taster-session-events/,NA
2020-02-12,1,1121,2,company.com/courses/,NA
2019-10-29,1,1451,1,company.com/data-analysis-announcement/,NA
2019-11-14,1,1188,0,company.com/events/info-taster-session-events/,NA
2019-10-12,1,160,1,company.com/events/,NA
2020-01-16,1,783,0,company.com/events/info-taster-session-events/,NA
2019-10-14,1,1531,3,company.com/courses/,10
2019-09-04,1,1220,1,company.com/courses/professional-software-development/,10
2020-01-06,1,564,0,company.com/events/info-taster-session-events/,10
2020-01-13,1,1070,1,company.com/courses/professional-software-development/,10
2020-02-03,1,1179,2,company.com/courses/professional-software-development/apply/,NA
2019-09-22,1,291,0,company.com/events/glasgow/,NA
2019-09-24,1,1042,1,company.com/courses/professional-software-development/,NA
2019-10-07,1,40,0,company.com/events/alumni-events/,NA
2019-10-02,1,273,2,company.com/events/glasgow/,NA
2019-09-08,1,1250,3,company.com/,NA
2019-09-21,1,1454,1,company.com/data-analysis-announcement/,NA
2020-02-04,1,835,1,company.com/,NA
2019-11-12,1,263,1,company.com/events/,NA
2019-10-21,1,90,3,company.com/courses/professional-software-development/,NA
2019-10-09,1,1434,1,company.com/data-analysis-announcement/,NA
2019-10-14,1,1229,2,company.com/data-analysis-announcement/,NA
2019-09-02,1,321,1,company.com/glasgow/,NA
2020-02-06,1,1502,1,company.com/events/,NA
2019-09-18,1,964,3,company.com/courses/,NA
2020-02-22,1,1607,3,company.com/events/info-taster-session-events/,NA
2019-09-21,1,144,1,company.com/events/,NA
2019-11-27,1,1430,3,company.com/data-analysis-announcement/,NA
2019-12-15,1,1350,0,company.com/events/info-taster-session-events/,10
2019-10-08,1,710,0,company.com/events/info-taster-session-events/,10
2019-09-18,1,1602,3,company.com/events/other-events/,10
2020-02-22,1,1607,1,company.com/blog/codeclan-data-analysis-course-diary-001/,10
2019-11-27,1,1347,2,company.com/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,10
2019-09-04,1,1096,2,company.com/,10
2019-09-01,1,271,0,company.com/events/glasgow/,10
2020-02-01,1,1368,3,company.com/,10
2019-12-14,1,1394,3,company.com/courses/glasgow/,NA
2019-10-05,1,1014,1,company.com/courses/professional-software-development/,NA
2020-01-28,1,1632,3,company.com/edinburgh/,NA
2019-11-01,1,1569,0,company.com/events/info-taster-session-events/,NA
2020-01-02,1,1026,0,company.com/events/info-taster-session-events/,NA
2020-02-26,1,1258,2,company.com/courses/professional-software-development/,NA
2019-11-08,1,959,1,company.com/courses/agile-for-effective-teams/,NA
2019-10-26,1,1373,1,company.com/data-analysis-announcement/,NA
2019-09-08,1,1250,2,company.com/courses/professional-software-development/,NA
2019-12-10,1,1603,2,company.com/events/taster-sessions/,NA
2020-02-12,1,1366,1,company.com/data-analysis-announcement/,NA
2019-11-29,1,1384,0,company.com/events/info-taster-session-events/,NA
2019-09-13,1,357,0,company.com/events/glasgow/,NA
2019-10-10,1,1462,3,company.com/glasgow/,NA
2019-09-18,1,1426,3,company.com/courses/professional-software-development/cost-and-funding/,NA
2019-09-03,1,1411,3,company.com/courses/professional-software-development/,NA
2020-01-02,1,1355,1,company.com/data-analysis-announcement/,NA
2019-09-18,1,1426,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,895,3,company.com/courses/professional-software-development/apply/,NA
2019-11-06,1,1541,0,company.com/events/info-taster-session-events/,NA
2019-10-31,1,225,3,company.com/courses/professional-software-development/,NA
2020-01-07,1,745,1,company.com/,NA
2019-11-25,1,1240,2,company.com/events/info-taster-session-events/,NA
2019-11-11,1,465,0,company.com/events/info-taster-session-events/,NA
2019-11-05,1,174,0,company.com/events/edinburgh/,NA
2019-12-23,1,1417,1,company.com/data-analysis-announcement/,NA
2019-11-06,1,132,1,company.com/events/,NA
2019-09-02,1,1534,3,company.com/courses/professional-software-development/,NA
2020-01-12,1,1211,2,company.com/courses/professional-software-development/curriculum/,NA
2020-01-30,1,1200,3,company.com/courses/professional-software-development/,NA
2019-11-30,1,1424,0,company.com/events/info-taster-session-events/,NA
2019-10-10,1,1485,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,1334,0,company.com/events/info-taster-session-events/,NA
2019-11-05,1,174,0,company.com/events/edinburgh/,10
2020-02-03,1,877,0,company.com/events/info-taster-session-events/,10
2020-02-03,1,1156,2,company.com/courses/,10
2020-02-24,1,1144,3,company.com/courses/edinburgh/,NA
2020-01-26,1,1438,3,company.com/data-analysis-announcement/,NA
2020-01-17,1,1076,0,company.com/events/info-taster-session-events/,NA
2020-02-02,1,990,3,company.com/courses/data-analysis/,NA
2020-02-29,1,68,0,company.com/events/edinburgh/,NA
2019-10-26,1,1435,1,company.com/data-analysis-announcement/,NA
2019-12-14,1,1656,0,company.com/events/info-taster-session-events/,NA
2019-10-10,1,367,2,company.com/events/glasgow/,NA
2019-10-09,1,204,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-02-03,1,1234,2,company.com/the-codeclan-experience/a-typical-day/,NA
2019-10-11,1,160,2,company.com/,NA
2019-09-23,1,1128,2,company.com/courses/,NA
2019-12-03,1,890,1,company.com/,NA
2019-09-03,1,1395,1,company.com/data-analysis-announcement/,NA
2019-11-18,1,1238,3,company.com/courses/professional-software-development/apply/,NA
2019-11-13,1,251,1,company.com/events/,10
2019-09-29,1,184,2,company.com/,10
2019-09-09,1,1254,0,company.com/events/info-taster-session-events/,10
2019-09-28,1,148,0,company.com/events/edinburgh/,10
2020-01-01,1,1556,2,company.com/events/info-taster-session-events/,NA
2019-10-01,1,1420,3,company.com/data-analysis-announcement/,NA
2019-12-20,1,893,0,company.com/events/info-taster-session-events/,NA
2019-09-15,1,1469,1,company.com/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,10
2020-02-24,1,1178,1,company.com/courses/professional-software-development/,10
2019-10-27,1,1139,3,company.com/courses/professional-software-development/thank-you-syllabus-download/,10
2019-09-08,1,1250,0,company.com/events/info-taster-session-events/,NA
2020-01-30,1,631,0,company.com/events/info-taster-session-events/,NA
2020-01-26,1,1030,0,company.com/events/info-taster-session-events/,NA
2019-09-01,1,283,1,company.com/glasgow/,NA
2019-10-02,1,351,1,company.com/glasgow/,NA
2019-09-30,1,984,0,company.com/events/info-taster-session-events/,NA
2019-10-01,1,102,0,company.com/events/edinburgh/,NA
2019-11-11,1,227,3,company.com/glasgow/,NA
2019-10-14,1,45,3,company.com/courses/professional-software-development/career-support/,NA
2020-02-24,1,1178,0,company.com/events/info-taster-session-events/,NA
2019-09-23,1,1536,1,company.com/events/,NA
2019-11-21,1,920,3,company.com/data-analysis-announcement/,NA
2020-02-01,1,948,0,company.com/events/info-taster-session-events/,10
2019-09-12,1,972,1,company.com/courses/browse-all-course-dates/,10
2019-11-26,1,914,1,company.com/,10
2020-02-03,1,1150,1,company.com/courses/professional-software-development/,10
2020-01-01,1,1148,2,company.com/courses/,NA
2020-01-13,1,1070,0,company.com/events/info-taster-session-events/,NA
2019-09-03,1,1402,0,company.com/events/info-taster-session-events/,NA
2019-10-05,1,1014,1,company.com/courses/professional-software-development/,NA
2019-09-23,1,1536,2,company.com/courses/professional-software-development/,10
2019-09-03,1,1400,0,company.com/events/info-taster-session-events/,10
2020-01-21,1,794,0,company.com/events/info-taster-session-events/,10
2020-01-14,1,596,0,company.com/events/info-taster-session-events/,10
2020-02-09,1,996,2,company.com/courses/inverness/,NA
2019-11-07,1,1369,1,company.com/data-analysis-announcement/,NA
2019-11-25,1,313,0,company.com/events/glasgow/,NA
2020-02-03,1,832,0,company.com/events/info-taster-session-events/,NA
2020-02-21,1,860,1,company.com/,NA
2019-09-02,1,1334,2,company.com/,NA
2020-02-05,1,1590,1,company.com/events/info-taster-session-events/,NA
