date,hour,minute,goal_completion_count,user_id,step,page
2019-11-07,13,23,1,375,0,company.com/events/glasgow/
2019-11-07,13,02,1,375,0,company.com/glasgow/
2019-11-07,13,33,1,375,2,company.com/digital-careers/
2019-11-07,13,19,1,375,2,company.com/courses/
2019-11-14,11,40,1,377,2,company.com/events/glasgow/
2019-11-14,11,08,1,377,3,company.com/glasgow/
2019-11-14,11,42,1,377,2,company.com/digital-careers/
2019-11-14,11,23,1,377,0,company.com/digital-careers/product-owner/
2019-10-29,10,40,1,379,1,company.com/events/glasgow/
2019-10-29,10,31,1,379,1,company.com/glasgow/
2019-10-29,10,37,1,379,3,company.com/enquire/
2019-10-29,10,12,1,379,0,company.com/courses/agile-for-effective-teams/
2019-11-26,17,02,1,381,3,company.com/events/glasgow/
2019-11-26,17,23,1,381,2,company.com/glasgow/
2019-11-26,17,05,1,381,1,company.com/events/glasgow/
2019-11-26,17,26,1,381,0,company.com/glasgow/
2019-09-02,19,40,1,383,2,company.com/events/glasgow/
2019-09-02,19,23,1,383,1,company.com/Glasgow/
2019-09-03,09,02,1,385,0,company.com/events/glasgow/
2019-09-03,09,00,1,385,2,company.com/Glasgow/
2019-09-13,16,19,1,387,0,company.com/events/glasgow/
2019-09-13,16,00,1,387,1,company.com/Glasgow/
2019-09-14,20,58,1,389,0,company.com/events/glasgow/
2019-09-14,20,42,1,389,3,company.com/Glasgow/
2019-09-17,12,02,1,391,0,company.com/events/glasgow/
2019-09-17,12,04,1,391,2,company.com/Glasgow/
2019-09-18,12,16,1,393,3,company.com/events/glasgow/
2019-09-18,12,30,1,393,3,company.com/Glasgow/
2019-09-20,18,33,1,395,0,company.com/events/glasgow/
2019-09-20,18,35,1,395,0,company.com/Glasgow/
2019-11-24,08,18,1,397,0,company.com/events/glasgow/
2019-11-24,08,53,1,397,0,company.com/Glasgow/
2019-11-26,22,47,1,399,1,company.com/events/glasgow/
2019-11-26,22,21,1,399,0,company.com/Glasgow/
2019-09-24,13,43,1,401,0,company.com/events/glasgow/
2019-09-24,13,34,1,401,0,company.com/Glasgow/
2019-09-24,13,58,1,401,3,company.com/courses/professional-software-development/
2019-09-24,13,59,1,401,2,company.com/Glasgow/
2019-09-02,13,10,1,404,0,company.com/events/info-taster-session-events/
2019-09-02,20,32,1,405,3,company.com/events/info-taster-session-events/
2019-09-03,10,50,1,408,1,company.com/events/info-taster-session-events/
2019-09-03,14,39,1,410,1,company.com/events/info-taster-session-events/
2019-09-08,19,39,1,411,2,company.com/events/info-taster-session-events/
2019-09-09,11,54,1,414,1,company.com/events/info-taster-session-events/
2019-09-11,16,55,1,415,3,company.com/events/info-taster-session-events/
2019-09-12,20,00,1,417,0,company.com/events/info-taster-session-events/
2019-09-17,11,41,1,420,2,company.com/events/info-taster-session-events/
2019-09-17,20,00,1,422,1,company.com/events/info-taster-session-events/
2019-09-19,17,41,1,424,0,company.com/events/info-taster-session-events/
2019-09-22,12,44,1,426,0,company.com/events/info-taster-session-events/
2019-09-22,22,13,1,427,1,company.com/events/info-taster-session-events/
2019-09-24,17,58,1,430,0,company.com/events/info-taster-session-events/
2019-10-02,06,52,1,432,2,company.com/events/info-taster-session-events/
2019-10-06,08,50,1,434,1,company.com/events/info-taster-session-events/
2019-10-06,22,57,1,436,1,company.com/events/info-taster-session-events/
2019-10-07,19,12,1,438,0,company.com/events/info-taster-session-events/
2019-10-08,12,56,1,440,0,company.com/events/info-taster-session-events/
2019-10-08,15,19,1,442,0,company.com/events/info-taster-session-events/
2019-10-09,09,00,1,444,2,company.com/events/info-taster-session-events/
2019-10-09,17,13,1,446,2,company.com/events/info-taster-session-events/
2019-10-10,14,16,1,448,2,company.com/events/info-taster-session-events/
2019-10-15,21,21,1,449,3,company.com/events/info-taster-session-events/
2019-10-16,06,19,1,451,2,company.com/events/info-taster-session-events/
2019-10-27,15,02,1,453,0,company.com/events/info-taster-session-events/
2019-11-03,15,34,1,455,0,company.com/events/info-taster-session-events/
2019-11-05,11,31,1,457,1,company.com/events/info-taster-session-events/
2019-11-05,20,39,1,459,0,company.com/events/info-taster-session-events/
2019-11-06,20,47,1,461,0,company.com/events/info-taster-session-events/
2019-11-08,08,35,1,463,1,company.com/events/info-taster-session-events/
2019-11-10,15,35,1,465,1,company.com/events/info-taster-session-events/
2019-11-11,00,16,1,467,0,company.com/events/info-taster-session-events/
2019-11-11,09,11,1,469,1,company.com/events/info-taster-session-events/
2019-11-15,22,22,1,472,0,company.com/events/info-taster-session-events/
2019-11-16,22,09,1,474,0,company.com/events/info-taster-session-events/
2019-11-20,15,17,1,476,2,company.com/events/info-taster-session-events/
2019-11-20,16,04,1,477,2,company.com/events/info-taster-session-events/
2019-11-21,16,12,1,480,1,company.com/events/info-taster-session-events/
2019-11-22,14,09,1,482,1,company.com/events/info-taster-session-events/
2019-11-22,16,31,1,483,0,company.com/events/info-taster-session-events/
2019-11-22,23,29,1,486,1,company.com/events/info-taster-session-events/
2019-11-27,15,37,1,488,0,company.com/events/info-taster-session-events/
2019-11-27,17,49,1,490,3,company.com/events/info-taster-session-events/
2019-11-27,19,35,1,492,3,company.com/events/info-taster-session-events/
2019-11-28,01,54,1,494,1,company.com/events/info-taster-session-events/
2019-11-28,08,54,1,496,0,company.com/events/info-taster-session-events/
2019-11-29,23,37,1,498,0,company.com/events/info-taster-session-events/
2019-11-29,23,31,1,500,3,company.com/events/info-taster-session-events/
2019-11-30,22,23,1,502,2,company.com/events/info-taster-session-events/
2019-12-02,09,03,1,504,1,company.com/events/info-taster-session-events/
2019-12-02,13,49,1,505,2,company.com/events/info-taster-session-events/
2019-12-02,19,17,1,507,0,company.com/events/info-taster-session-events/
2019-12-03,10,46,1,510,1,company.com/events/info-taster-session-events/
2019-12-03,18,45,1,512,2,company.com/events/info-taster-session-events/
2019-12-03,21,04,1,514,3,company.com/events/info-taster-session-events/
2019-12-04,12,27,1,516,0,company.com/events/info-taster-session-events/
2019-12-13,22,57,1,517,2,company.com/events/info-taster-session-events/
2019-12-14,18,23,1,519,1,company.com/events/info-taster-session-events/
2019-12-16,12,51,1,521,1,company.com/events/info-taster-session-events/
2019-12-17,12,54,1,523,0,company.com/events/info-taster-session-events/
2019-12-17,13,00,1,526,0,company.com/events/info-taster-session-events/
2019-12-18,20,30,1,527,3,company.com/events/info-taster-session-events/
2019-12-18,23,29,1,530,2,company.com/events/info-taster-session-events/
2019-12-19,13,40,1,531,1,company.com/events/info-taster-session-events/
2019-12-19,20,19,1,534,0,company.com/events/info-taster-session-events/
2019-12-20,07,17,1,535,0,company.com/events/info-taster-session-events/
2019-12-23,09,33,1,538,2,company.com/events/info-taster-session-events/
2019-12-23,12,27,1,540,0,company.com/events/info-taster-session-events/
2019-12-23,12,52,1,542,1,company.com/events/info-taster-session-events/
2019-12-23,18,40,1,543,0,company.com/events/info-taster-session-events/
2019-12-26,00,19,1,546,1,company.com/events/info-taster-session-events/
2019-12-30,17,52,1,548,1,company.com/events/info-taster-session-events/
2019-12-31,15,37,1,550,0,company.com/events/info-taster-session-events/
2020-01-01,21,27,1,552,2,company.com/events/info-taster-session-events/
2020-01-02,23,00,1,553,0,company.com/events/info-taster-session-events/
2020-01-03,00,23,1,556,1,company.com/events/info-taster-session-events/
2020-01-03,11,22,1,557,2,company.com/events/info-taster-session-events/
2020-01-03,17,55,1,560,2,company.com/events/info-taster-session-events/
2020-01-04,14,13,1,562,1,company.com/events/info-taster-session-events/
2020-01-06,22,48,1,564,0,company.com/events/info-taster-session-events/
2020-01-07,13,01,1,565,1,company.com/events/info-taster-session-events/
2020-01-07,14,30,1,567,3,company.com/events/info-taster-session-events/
2020-01-07,14,54,1,570,0,company.com/events/info-taster-session-events/
2020-01-07,20,49,1,572,1,company.com/events/info-taster-session-events/
2020-01-07,20,02,1,573,2,company.com/events/info-taster-session-events/
2020-01-08,10,20,1,575,1,company.com/events/info-taster-session-events/
2020-01-08,23,35,1,578,1,company.com/events/info-taster-session-events/
2020-01-10,00,06,1,580,0,company.com/events/info-taster-session-events/
2020-01-10,09,07,1,582,2,company.com/events/info-taster-session-events/
2020-01-10,09,40,1,583,2,company.com/events/info-taster-session-events/
2020-01-10,22,52,1,586,1,company.com/events/info-taster-session-events/
2020-01-11,12,57,1,588,1,company.com/events/info-taster-session-events/
2020-01-11,12,33,1,590,0,company.com/events/info-taster-session-events/
2020-01-13,14,33,1,591,0,company.com/events/info-taster-session-events/
2020-01-13,15,55,1,594,0,company.com/events/info-taster-session-events/
2020-01-14,11,49,1,596,0,company.com/events/info-taster-session-events/
2020-01-14,15,05,1,597,0,company.com/events/info-taster-session-events/
2020-01-16,14,22,1,599,0,company.com/events/info-taster-session-events/
2020-01-17,16,30,1,601,2,company.com/events/info-taster-session-events/
2020-01-17,18,49,1,604,2,company.com/events/info-taster-session-events/
2020-01-19,10,00,1,605,0,company.com/events/info-taster-session-events/
2020-01-21,17,23,1,608,1,company.com/events/info-taster-session-events/
2020-01-21,17,19,1,609,1,company.com/events/info-taster-session-events/
2020-01-22,08,39,1,612,3,company.com/events/info-taster-session-events/
2020-01-23,11,54,1,613,1,company.com/events/info-taster-session-events/
2020-01-23,15,19,1,616,1,company.com/events/info-taster-session-events/
2020-01-26,05,09,1,618,2,company.com/events/info-taster-session-events/
2020-01-26,13,50,1,620,1,company.com/events/info-taster-session-events/
2020-01-27,11,10,1,622,2,company.com/events/info-taster-session-events/
2020-01-27,22,29,1,624,1,company.com/events/info-taster-session-events/
2020-01-30,11,54,1,625,3,company.com/events/info-taster-session-events/
2020-01-30,11,33,1,627,2,company.com/events/info-taster-session-events/
2020-01-30,12,13,1,629,2,company.com/events/info-taster-session-events/
2020-01-30,13,40,1,631,0,company.com/events/info-taster-session-events/
2020-01-30,15,26,1,633,3,company.com/events/info-taster-session-events/
2020-01-30,17,42,1,635,1,company.com/events/info-taster-session-events/
2020-01-31,10,09,1,638,1,company.com/events/info-taster-session-events/
2020-02-03,13,15,1,639,1,company.com/events/info-taster-session-events/
2020-02-03,15,54,1,642,1,company.com/events/info-taster-session-events/
2020-02-03,17,39,1,644,0,company.com/events/info-taster-session-events/
2020-02-03,19,22,1,645,2,company.com/events/info-taster-session-events/
2020-02-04,12,54,1,647,1,company.com/events/info-taster-session-events/
2020-02-04,13,39,1,649,0,company.com/events/info-taster-session-events/
2020-02-04,20,41,1,652,1,company.com/events/info-taster-session-events/
2020-02-05,07,34,1,654,3,company.com/events/info-taster-session-events/
2020-02-05,14,58,1,656,0,company.com/events/info-taster-session-events/
2020-02-05,20,07,1,658,2,company.com/events/info-taster-session-events/
2020-02-06,14,11,1,660,1,company.com/events/info-taster-session-events/
2020-02-10,11,15,1,662,1,company.com/events/info-taster-session-events/
2020-02-10,13,03,1,663,0,company.com/events/info-taster-session-events/
2020-02-20,16,32,1,665,0,company.com/events/info-taster-session-events/
2020-02-20,16,38,1,666,1,company.com/events/info-taster-session-events/
2020-02-24,08,09,1,667,0,company.com/events/info-taster-session-events/
2020-02-24,11,35,1,670,1,company.com/events/info-taster-session-events/
2020-02-25,13,11,1,672,1,company.com/events/info-taster-session-events/
2020-02-26,09,42,1,674,2,company.com/events/info-taster-session-events/
2020-02-26,12,58,1,676,1,company.com/events/info-taster-session-events/
2020-02-26,15,13,1,677,1,company.com/events/info-taster-session-events/
2020-02-26,15,55,1,678,0,company.com/events/info-taster-session-events/
2019-09-04,13,08,1,679,3,company.com/events/info-taster-session-events/
2019-09-04,13,07,1,679,1,company.com/
2019-09-05,12,23,1,682,3,company.com/events/info-taster-session-events/
2019-09-05,12,32,1,682,0,company.com/
2019-09-05,17,58,1,684,0,company.com/events/info-taster-session-events/
2019-09-05,17,19,1,684,2,company.com/
2019-09-05,22,00,1,686,1,company.com/events/info-taster-session-events/
2019-09-05,22,25,1,686,1,company.com/
2019-09-09,20,46,1,688,1,company.com/events/info-taster-session-events/
2019-09-09,20,09,1,688,0,company.com/
2019-09-11,23,07,1,689,0,company.com/events/info-taster-session-events/
2019-09-11,23,51,1,689,1,company.com/
2019-09-17,20,54,1,691,0,company.com/events/info-taster-session-events/
2019-09-17,20,18,1,691,1,company.com/
2019-09-18,13,51,1,694,2,company.com/events/info-taster-session-events/
2019-09-18,13,19,1,694,1,company.com/
2019-09-25,15,18,1,695,3,company.com/events/info-taster-session-events/
2019-09-25,15,58,1,695,0,company.com/
2019-10-02,09,15,1,698,3,company.com/events/info-taster-session-events/
2019-10-02,09,25,1,698,2,company.com/
2019-10-02,13,14,1,699,0,company.com/events/info-taster-session-events/
2019-10-02,13,19,1,699,1,company.com/
2019-10-03,08,03,1,702,1,company.com/events/info-taster-session-events/
2019-10-03,08,42,1,702,0,company.com/
2019-10-05,14,43,1,704,0,company.com/events/info-taster-session-events/
2019-10-05,14,25,1,704,0,company.com/
2019-10-05,18,33,1,706,1,company.com/events/info-taster-session-events/
2019-10-05,18,15,1,706,0,company.com/
2019-10-05,20,14,1,707,2,company.com/events/info-taster-session-events/
2019-10-05,20,32,1,707,2,company.com/
2019-10-08,14,13,1,710,1,company.com/events/info-taster-session-events/
2019-10-08,14,57,1,710,0,company.com/
2019-10-08,14,28,1,711,3,company.com/events/info-taster-session-events/
2019-10-08,14,26,1,711,0,company.com/
2019-11-14,15,11,1,714,2,company.com/events/info-taster-session-events/
2019-11-14,15,07,1,714,0,company.com/
2019-11-20,09,07,1,715,2,company.com/events/info-taster-session-events/
2019-11-20,09,46,1,715,0,company.com/
2019-11-28,16,37,1,718,3,company.com/events/info-taster-session-events/
2019-11-28,16,18,1,718,0,company.com/
2019-12-01,19,39,1,720,3,company.com/events/info-taster-session-events/
2019-12-01,19,31,1,720,0,company.com/
2019-12-04,18,39,1,722,3,company.com/events/info-taster-session-events/
2019-12-04,18,19,1,722,2,company.com/
2019-12-08,15,06,1,724,2,company.com/events/info-taster-session-events/
2019-12-08,15,11,1,724,1,company.com/
2019-12-10,20,19,1,726,0,company.com/events/info-taster-session-events/
2019-12-10,20,39,1,726,0,company.com/
2019-12-15,20,30,1,727,1,company.com/events/info-taster-session-events/
2019-12-15,20,54,1,727,0,company.com/
2019-12-17,00,09,1,729,0,company.com/events/info-taster-session-events/
2019-12-17,00,00,1,729,3,company.com/
2019-12-22,12,53,1,732,3,company.com/events/info-taster-session-events/
2019-12-22,12,09,1,732,3,company.com/
2019-12-23,14,05,1,733,0,company.com/events/info-taster-session-events/
2019-12-23,14,39,1,733,3,company.com/
2020-01-02,09,30,1,735,2,company.com/events/info-taster-session-events/
2020-01-02,09,35,1,735,3,company.com/
2020-01-02,21,45,1,738,2,company.com/events/info-taster-session-events/
2020-01-02,21,41,1,738,1,company.com/
2020-01-04,15,05,1,739,2,company.com/events/info-taster-session-events/
2020-01-04,15,02,1,739,3,company.com/
2020-01-07,07,46,1,742,0,company.com/events/info-taster-session-events/
2020-01-07,07,49,1,742,2,company.com/
2020-01-07,10,20,1,744,3,company.com/events/info-taster-session-events/
2020-01-07,10,46,1,744,2,company.com/
2020-01-07,13,58,1,745,1,company.com/events/info-taster-session-events/
2020-01-07,13,19,1,745,3,company.com/
2020-01-07,15,02,1,747,0,company.com/events/info-taster-session-events/
2020-01-07,15,40,1,747,0,company.com/
2020-01-07,21,33,1,750,0,company.com/events/info-taster-session-events/
2020-01-07,21,29,1,750,2,company.com/
2020-01-08,17,10,1,752,0,company.com/events/info-taster-session-events/
2020-01-08,17,58,1,752,0,company.com/
2020-01-08,17,42,1,754,0,company.com/events/info-taster-session-events/
2020-01-08,17,04,1,754,1,company.com/
2020-01-09,11,33,1,756,1,company.com/events/info-taster-session-events/
2020-01-09,11,58,1,756,2,company.com/
2020-01-10,10,31,1,757,0,company.com/events/info-taster-session-events/
2020-01-10,10,03,1,757,0,company.com/
2020-01-10,10,45,1,758,0,company.com/events/info-taster-session-events/
2020-01-10,10,42,1,758,0,company.com/
2020-01-11,13,01,1,759,0,company.com/events/info-taster-session-events/
2020-01-11,13,44,1,759,0,company.com/
2020-01-11,13,25,1,760,2,company.com/events/info-taster-session-events/
2020-01-11,13,14,1,760,0,company.com/
2020-01-11,17,04,1,762,0,company.com/events/info-taster-session-events/
2020-01-11,17,29,1,762,3,company.com/
2020-01-12,12,58,1,764,1,company.com/events/info-taster-session-events/
2020-01-12,12,30,1,764,3,company.com/
2020-01-12,14,46,1,765,0,company.com/events/info-taster-session-events/
2020-01-12,14,50,1,765,2,company.com/
2020-01-12,16,50,1,767,1,company.com/events/info-taster-session-events/
2020-01-12,16,15,1,767,1,company.com/
2020-01-12,19,30,1,770,3,company.com/events/info-taster-session-events/
2020-01-12,19,08,1,770,2,company.com/
2020-01-12,19,22,1,771,1,company.com/events/info-taster-session-events/
2020-01-12,19,32,1,771,3,company.com/
2020-01-13,15,38,1,774,1,company.com/events/info-taster-session-events/
2020-01-13,15,07,1,774,0,company.com/
2020-01-13,18,32,1,776,2,company.com/events/info-taster-session-events/
2020-01-13,18,26,1,776,0,company.com/
2020-01-14,17,37,1,778,0,company.com/events/info-taster-session-events/
2020-01-14,17,49,1,778,2,company.com/
2020-01-14,19,32,1,780,0,company.com/events/info-taster-session-events/
2020-01-14,19,55,1,780,1,company.com/
2020-01-15,10,42,1,782,0,company.com/events/info-taster-session-events/
2020-01-15,10,11,1,782,0,company.com/
2020-01-15,11,00,1,783,1,company.com/events/info-taster-session-events/
2020-01-15,11,32,1,783,1,company.com/
2020-01-15,16,01,1,785,2,company.com/events/info-taster-session-events/
2020-01-15,16,38,1,785,2,company.com/
2020-01-16,11,25,1,787,2,company.com/events/info-taster-session-events/
2020-01-16,11,08,1,787,1,company.com/
2020-01-20,13,44,1,790,1,company.com/events/info-taster-session-events/
2020-01-20,13,33,1,790,2,company.com/
2020-01-20,22,34,1,792,3,company.com/events/info-taster-session-events/
2020-01-20,22,02,1,792,3,company.com/
2020-01-21,21,03,1,794,2,company.com/events/info-taster-session-events/
2020-01-21,21,55,1,794,0,company.com/
2020-01-24,15,29,1,796,1,company.com/events/info-taster-session-events/
2020-01-24,15,57,1,796,1,company.com/
2020-01-25,09,58,1,797,2,company.com/events/info-taster-session-events/
2020-01-25,09,10,1,797,2,company.com/
2020-01-25,11,20,1,800,2,company.com/events/info-taster-session-events/
2020-01-25,11,13,1,800,2,company.com/
2020-01-26,14,54,1,802,3,company.com/events/info-taster-session-events/
2020-01-26,14,38,1,802,1,company.com/
2020-01-26,18,40,1,804,2,company.com/events/info-taster-session-events/
2020-01-26,18,11,1,804,1,company.com/
2020-01-26,19,04,1,806,3,company.com/events/info-taster-session-events/
2020-01-26,19,51,1,806,1,company.com/
2020-01-27,14,36,1,808,1,company.com/events/info-taster-session-events/
2020-01-27,14,09,1,808,1,company.com/
2020-01-28,09,46,1,810,1,company.com/events/info-taster-session-events/
2020-01-28,09,34,1,810,3,company.com/
2020-01-28,14,55,1,812,0,company.com/events/info-taster-session-events/
2020-01-28,14,54,1,812,0,company.com/
2020-01-29,20,25,1,814,2,company.com/events/info-taster-session-events/
2020-01-29,20,29,1,814,3,company.com/
2020-01-29,20,23,1,815,2,company.com/events/info-taster-session-events/
2020-01-29,20,16,1,815,0,company.com/
2020-01-30,23,12,1,817,2,company.com/events/info-taster-session-events/
2020-01-30,23,50,1,817,0,company.com/
2020-01-31,12,55,1,820,0,company.com/events/info-taster-session-events/
2020-01-31,12,40,1,820,0,company.com/
2020-01-31,17,55,1,821,1,company.com/events/info-taster-session-events/
2020-01-31,17,56,1,821,2,company.com/
2020-02-01,14,40,1,824,0,company.com/events/info-taster-session-events/
2020-02-01,14,19,1,824,2,company.com/
2020-02-03,09,18,1,825,3,company.com/events/info-taster-session-events/
2020-02-03,09,22,1,825,3,company.com/
2020-02-03,10,34,1,828,0,company.com/events/info-taster-session-events/
2020-02-03,10,59,1,828,2,company.com/
2020-02-03,11,44,1,830,0,company.com/events/info-taster-session-events/
2020-02-03,11,33,1,830,1,company.com/
2020-02-03,21,44,1,832,1,company.com/events/info-taster-session-events/
2020-02-03,21,33,1,832,0,company.com/
2020-02-03,22,45,1,834,2,company.com/events/info-taster-session-events/
2020-02-03,22,31,1,834,2,company.com/
2020-02-04,11,31,1,835,0,company.com/events/info-taster-session-events/
2020-02-04,11,52,1,835,0,company.com/
2020-02-04,14,28,1,837,0,company.com/events/info-taster-session-events/
2020-02-04,14,51,1,837,2,company.com/
2020-02-05,11,11,1,839,2,company.com/events/info-taster-session-events/
2020-02-05,11,00,1,839,0,company.com/
2020-02-05,18,40,1,842,0,company.com/events/info-taster-session-events/
2020-02-05,18,40,1,842,0,company.com/
2020-02-07,22,04,1,843,2,company.com/events/info-taster-session-events/
2020-02-07,22,09,1,843,1,company.com/
2020-02-07,22,00,1,845,0,company.com/events/info-taster-session-events/
2020-02-07,22,36,1,845,0,company.com/
2020-02-10,15,13,1,847,3,company.com/events/info-taster-session-events/
2020-02-10,15,52,1,847,0,company.com/
2020-02-11,10,59,1,850,0,company.com/events/info-taster-session-events/
2020-02-11,10,33,1,850,2,company.com/
2020-02-11,17,22,1,852,1,company.com/events/info-taster-session-events/
2020-02-11,17,09,1,852,1,company.com/
2020-02-17,10,01,1,853,0,company.com/events/info-taster-session-events/
2020-02-17,10,27,1,853,0,company.com/
2020-02-20,08,13,1,855,3,company.com/events/info-taster-session-events/
2020-02-20,08,32,1,855,3,company.com/
2020-02-20,23,21,1,858,0,company.com/events/info-taster-session-events/
2020-02-20,23,16,1,858,1,company.com/
2020-02-21,19,30,1,860,0,company.com/events/info-taster-session-events/
2020-02-21,19,25,1,860,2,company.com/
2020-02-22,23,53,1,862,0,company.com/events/info-taster-session-events/
2020-02-22,23,52,1,862,0,company.com/
2020-02-23,11,51,1,864,1,company.com/events/info-taster-session-events/
2020-02-23,11,37,1,864,0,company.com/
2020-02-24,11,58,1,866,3,company.com/events/info-taster-session-events/
2020-02-24,11,26,1,866,3,company.com/
2020-02-25,10,24,1,867,2,company.com/events/info-taster-session-events/
2020-02-25,10,53,1,867,2,company.com/
2020-02-26,15,58,1,869,2,company.com/events/info-taster-session-events/
2020-02-26,15,58,1,869,0,company.com/
2020-02-27,14,38,1,872,0,company.com/events/info-taster-session-events/
2020-02-27,14,24,1,872,0,company.com/
2019-12-17,12,31,1,873,1,company.com/events/info-taster-session-events/
2019-12-17,12,02,1,873,0,company.com/
2019-12-17,12,28,1,873,0,company.com/
2020-01-14,08,00,1,876,0,company.com/events/info-taster-session-events/
2020-01-14,08,34,1,876,0,company.com/
2020-01-14,08,07,1,876,1,company.com/
2020-02-03,23,39,1,877,0,company.com/events/info-taster-session-events/
2020-02-03,23,46,1,877,0,company.com/
2020-02-03,23,58,1,877,0,company.com/
2020-02-06,12,42,1,880,2,company.com/events/info-taster-session-events/
2020-02-06,12,23,1,880,0,company.com/
2020-02-06,12,10,1,880,2,company.com/
2020-02-06,12,44,1,880,1,company.com/courses/professional-software-development/application-and-dates/
2020-01-20,15,25,1,881,1,company.com/events/info-taster-session-events/
2020-01-20,15,07,1,881,1,company.com/
2020-01-20,15,51,1,881,1,company.com/
2020-01-20,15,42,1,881,1,company.com/data-analysis-announcement/cost-and-funding/
2019-11-25,08,42,1,883,0,company.com/events/info-taster-session-events/
2019-11-25,08,04,1,883,2,company.com/
2019-11-25,08,58,1,883,1,company.com/black-friday-lottery/
2019-11-25,08,52,1,883,0,company.com/courses/professional-software-development/apply/
2020-02-13,11,06,1,886,2,company.com/events/info-taster-session-events/
2020-02-13,11,21,1,886,1,company.com/
2020-02-13,11,39,1,886,1,company.com/courses/
2020-02-13,11,04,1,886,0,company.com/courses/python-for-developers/
2019-12-15,22,39,1,888,3,company.com/events/info-taster-session-events/
2019-12-15,22,38,1,888,2,company.com/
2019-12-15,22,54,1,888,1,company.com/courses/16-week-course/apply/
2019-12-03,13,10,1,890,0,company.com/events/info-taster-session-events/
2019-12-03,13,55,1,890,3,company.com/
2019-12-03,13,03,1,890,1,company.com/courses/professional-software-development/
2019-11-27,20,00,1,892,2,company.com/events/info-taster-session-events/
2019-11-27,20,05,1,892,3,company.com/
2019-11-27,20,06,1,892,1,company.com/courses/professional-software-development/
2019-11-27,20,00,1,892,1,company.com/
2019-12-21,16,36,1,893,3,company.com/events/info-taster-session-events/
2019-12-21,16,05,1,893,1,company.com/
2019-12-21,16,57,1,893,2,company.com/courses/professional-software-development/
2019-12-21,16,53,1,893,0,company.com/
2020-01-13,19,35,1,895,0,company.com/events/info-taster-session-events/
2020-01-13,19,46,1,895,1,company.com/
2020-01-13,19,25,1,895,0,company.com/courses/professional-software-development/
2020-01-13,19,25,1,895,0,company.com/
2020-01-17,14,52,1,897,0,company.com/events/info-taster-session-events/
2020-01-17,14,38,1,897,0,company.com/
2020-01-17,14,16,1,897,3,company.com/courses/professional-software-development/
2020-01-17,14,56,1,897,0,company.com/
2020-02-26,13,32,1,900,1,company.com/events/info-taster-session-events/
2020-02-26,13,36,1,900,1,company.com/
2020-02-26,13,07,1,900,0,company.com/courses/professional-software-development/
2020-02-26,13,52,1,900,1,company.com/
2020-01-23,11,02,1,901,2,company.com/events/info-taster-session-events/
2020-01-23,11,49,1,901,2,company.com/
2020-01-23,11,29,1,901,0,company.com/courses/professional-software-development/
2020-01-23,11,30,1,901,1,company.com/courses/professional-software-development/thank-you-syllabus-download/
2020-01-30,20,03,1,904,1,company.com/events/info-taster-session-events/
2020-01-30,20,22,1,904,1,company.com/
2020-01-30,20,26,1,904,2,company.com/courses/professional-software-development/cost-and-funding/
2020-01-08,10,02,1,906,1,company.com/events/info-taster-session-events/
2020-01-08,10,58,1,906,0,company.com/
2020-01-08,10,45,1,906,0,company.com/courses/professional-software-development/cost-and-funding/
2020-01-08,10,02,1,906,1,company.com/courses/professional-software-development/
2020-01-31,15,06,1,907,1,company.com/events/info-taster-session-events/
2020-01-31,15,51,1,907,3,company.com/
2020-01-31,15,54,1,907,1,company.com/courses/professional-software-development/cost-and-funding/
2020-01-31,15,09,1,907,0,company.com/events/partner-events/
2020-02-13,09,52,1,910,1,company.com/events/info-taster-session-events/
2020-02-13,09,42,1,910,1,company.com/
2020-02-13,09,00,1,910,2,company.com/courses/professional-software-development/curriculum/
2020-02-13,09,03,1,910,1,company.com/courses/professional-software-development/
2020-01-25,18,18,1,912,0,company.com/events/info-taster-session-events/
2020-01-25,18,19,1,912,1,company.com/
2020-01-25,18,38,1,912,2,company.com/courses/python-for-developers/
2020-01-25,18,03,1,912,1,company.com/
2019-11-26,21,08,1,914,1,company.com/events/info-taster-session-events/
2019-11-26,21,54,1,914,1,company.com/
2019-11-26,21,55,1,914,0,company.com/courses/understanding-programming/
2019-11-26,21,35,1,914,0,company.com/
2020-02-03,15,04,1,915,3,company.com/events/info-taster-session-events/
2020-02-03,15,02,1,915,0,company.com/
2020-02-03,15,52,1,915,2,company.com/data-analysis-announcement/
2020-02-04,08,37,1,917,0,company.com/events/info-taster-session-events/
2020-02-04,08,00,1,917,1,company.com/
2020-02-04,08,47,1,917,1,company.com/data-analysis-announcement/
2020-02-04,08,18,1,917,2,company.com/
2019-11-21,23,11,1,920,1,company.com/events/info-taster-session-events/
2019-11-21,23,39,1,920,3,company.com/
2019-11-21,23,09,1,920,1,company.com/data-analysis-announcement/
2019-11-21,23,16,1,920,0,company.com/courses/
2020-02-19,17,51,1,922,1,company.com/events/info-taster-session-events/
2020-02-19,17,58,1,922,2,company.com/
2020-02-19,17,39,1,922,0,company.com/data-analysis-announcement/
2020-02-19,17,42,1,922,1,company.com/courses/
2019-09-05,12,34,1,924,2,company.com/events/info-taster-session-events/
2019-09-05,12,33,1,924,0,company.com/
2019-09-05,12,34,1,924,1,company.com/data-analysis-announcement/
2019-09-05,12,15,1,924,2,company.com/courses/edinburgh/
2020-02-05,14,16,1,926,3,company.com/events/info-taster-session-events/
